회차,등수,번호,상호명,주소
1007,2,44,로또,경기 포천시 죽엽산로196번길 4
1007,2,45,로또판매점,경기 포천시 호국로 1900
1007,2,46,로또 베네스트,경기 화성시  여울로 189-16
1007,2,47,데일리,강원 원주시 단구로 413 상가동 101호
1007,2,48,우두로또,강원 춘천시 영서로 2786 1층
1007,2,49,복권로또,충북 음성군  장감로 161-1 1층
1007,2,50,거북이복권판매점,충북 청주시 서원구 구룡산로 341
1007,2,51,로또 판매점,충북 청주시 상당구 단재로 500-4
1007,2,52,복권나라,충북 청주시 청원구 율봉로176번길 8-2
1007,2,53,하나로슈퍼,충남 보령시 주공로 59 하나로슈퍼
1007,2,54,돈벼락로또,충남 천안시 서북구  4산단7로 34 CU편의점 내
1007,2,55,로또복권판매도통점,전북 남원시 용성로 232
1007,2,56,롤렉스복권방,전북 전주시 완산구 난전들로 251
1007,2,57,열린서점,전남 목포시 삼각로43번길 10 열린서점
1007,2,58,가든매점,전남 무안군 불무로 40-9 상가동 1층 104호
1007,2,59,우리로또복권방,전남 여수시 무선중앙로 71
1007,2,60,전국민로또,경북 포항시 남구 동문로 31 1층3호
1008,1,1,포이로또방,서울 강남구 개포로22길 19 1층
1008,1,2,인터넷 복권판매사이트,동행복권(dhlottery.co.kr)
1008,1,3,어머화장품,서울 송파구 가락로11길 19
1008,1,4,현대슈퍼,서울 중랑구 봉우재로 203-1
1008,1,5,삼각R복권방,대구 남구 현충로 221
1008,1,6,삼각R복권방,대구 남구 현충로 221
1008,1,7,드림월드복권,인천 남동구 만수로27번길 3
1008,1,8,로또대박,세종  장척로 571
1008,1,9,현대25시편의점,경기 고양시 일산서구 경의로 862 1층
1008,1,10,대박찬스,충북 청주시 흥덕구 가경로161번길 3
1008,1,11,노형로또마트,제주 제주시 수덕로 6
1008,2,1,교통카드판매소,서울 강북구  도봉로 345 가판
1008,2,2,복권마을,서울 강서구 화곡로 321 101호
1008,2,3,천하명당,서울 관악구 난우길 18 1층
1008,2,4,대풍복권,서울 관악구 조원로 116 1층
1008,2,5,행복만들기,서울 관악구 신사로10길 6
1008,2,6,대박복권방,서울 금천구 독산로64길 18
1008,2,7,행운복권,서울 노원구 동일로 1002 102호
1008,2,8,천하명당로또,서울 노원구 한글비석로31길 17 1층 우측
1008,2,9,천하명당복권방,서울 동작구 동작대로7길 11
1008,2,10,인터넷 복권판매사이트,동행복권(dhlottery.co.kr)
1008,2,11,인터넷 복권판매사이트,동행복권(dhlottery.co.kr)
1008,2,12,신사논현,서울 서초구  강남대로95길 43 1층
1008,2,13,인터넷 복권판매사이트,동행복권(dhlottery.co.kr)
1008,2,14,통일복권방,서울 송파구 백제고분로7길 6
1008,2,15,로또킹,서울 영등포구 영중로 2 1층(영등포동3가)
1008,2,16,다모아복권,서울 영등포구 신풍로 92 103호
1008,2,17,교통카드판매대,서울 영등포구 여의나루로 71
1008,2,18,갈렙분식한식,서울 중랑구 용마산로115길 92
1008,2,19,부산쌀상회,부산 남구 우암로 238
1008,2,20,부산쌀상회,부산 남구 우암로 238
1008,2,21,부산쌀상회,부산 남구 우암로 238
1008,2,22,부산쌀상회,부산 남구 우암로 238
1008,2,23,왕대박,부산 동래구 여고로113번길 59-4
1008,2,24,왕대박,부산 동래구 여고로113번길 59-4
1008,2,25,왕대박,부산 동래구 여고로113번길 59-4
1008,2,26,왕대박,부산 동래구 여고로113번길 59-4
1008,2,27,왕대박,부산 동래구 여고로113번길 59-4
1008,2,28,대산슈퍼,부산 북구 만덕대로 166
1008,2,29,대산슈퍼,부산 북구 만덕대로 166
1008,2,30,대산슈퍼,부산 북구 만덕대로 166
1008,2,31,대산슈퍼,부산 북구 만덕대로 166
1008,2,32,황금복권방,부산 사상구 새벽로202번길 5
1008,2,33,청솔서점,부산 사하구 하신번영로 195
1008,2,34,복터진날,부산 사하구 장림로 162-1 복권판매점
1008,2,35,장림나눔로또복권,부산 사하구 장림로 228 1층
1008,2,36,경동플러스,부산 해운대구 세실로 30 경동G-PLUS아파트상가103
1008,2,37,로또명당,대구 달서구 월곡로 136 GS칼텍스 주유소 1층
1008,2,38,천하명당복권,대구 북구 칠곡중앙대로 545
1008,2,39,대박찬스,대구 북구 팔거천서로 157 1층
1008,2,40,복권명당(동아스포츠점),대구 수성구 지범로 91 1층
1008,2,41,복권방,인천 남동구 백범로273번길 1 1층
1008,2,42,복권천국,인천 남동구 석산로 120
1008,2,43,버스매표소,인천 부평구 부평대로 3 가판
1008,2,44,천하제일복권명당유성점,대전 유성구 유성대로654번길 111
1008,2,45,성원당,대전 유성구 신성로72번길 12
1008,2,46,진플러스안경,대전 중구 대종로 301-1
1008,2,47,노다지복권방,울산 울주군 태화8길 57
1008,2,48,고양월드식품복권,경기 고양시 덕양구 혜음로 8 삼라마이다스프라자 제1층 제115호
1008,2,49,로또복권방 웨스턴점,경기 고양시 일산동구 정발산로 24 1층 K-114호
1008,2,50,행운편의점 복권방,경기 고양시 일산동구 고풍로 33
1008,2,51,1등로또토토,경기 고양시 일산동구 일산로 153 대림상가 106호
1008,2,52,굳프렌즈일산현대-24시편의점,경기 고양시 일산서구 일청로 40-1 1층
1008,2,53,복복이 복권방,경기 고양시 일산동구 고양대로 757 101-1호
1008,2,54,장기복권방,경기 김포시 김포한강1로 57 1층 110호
1008,2,55,명당골복권방,경기 수원시 권선구 동수원로242번길 15 104호
1008,2,56,가두판매점,경기 수원시 영통구 덕영대로 1529
1008,2,57,한일로또나라,경기 수원시 장안구 경수대로 930 북수원홈플러스內
1008,2,58,복권방,경기 수원시 팔달구 권광로 213
1008,2,59,좋은소식,경기 수원시 팔달구 효원로249번길 18-1 1층 104호
1008,2,60,머니머니,경기 시흥시 월곶중앙로14번길 100
1009,1,1,명동역5번출구가판,서울 중구 퇴계로 115
1009,1,2,토스터리 아리울,부산 동구 중앙대로 328 1층 커피#
1009,1,3,행운복권방,부산 부산진구 냉정로 273
1009,1,4,대원슈퍼마켓,부산 수영구 수영로 524
1009,1,5,금강복권,경기 김포시 율생로 3
1009,1,6,일등복권,"경기 성남시 분당구 성남대로331번길 3-3 110호 (정자동, 젤존타워3)"
1009,1,7,비나리,경기 수원시 권선구 금호로 67 (금곡동)
1009,1,8,서부역지점,경기 평택시  원평로 55 1층
1009,1,9,향남복권,경기 화성시 삼천병마로 709
1009,1,10,거두리복권방,강원 춘천시  거두택지길 25 부영아파트 부영아파트제상가1-102호
1009,1,11,황금손복권판매점,전북 전주시 덕진구 만성북로 47
1009,1,12,파워할인마트,경북 김천시 자산로 44-2 1층 파워할인마트내
1009,1,13,삼정상회,경남 김해시 활천로 23 가동 109호 복권판매점
1009,1,14,부강 돈벼락,경남 양산시  물금로 41 양산물금양우내안애5차리버파크 상가108호 양우대산부동산 내
1009,1,15,제주대림점,제주 제주시 과원북2길 48
1009,2,1,가로판매대,서울 강동구 올림픽로 648 천호역 3번 출구 앞(가판점)
1009,2,2,보경식품,서울 강북구 도봉로 211 1층
1009,2,3,한마음,서울 관악구 관악로 211 봉천중앙시장라열4호
1009,2,4,행운뚝딱,서울 관악구 남부순환로161가길 9 103호
1009,2,5,행운의복권방,서울 관악구 양녕로 37-1
1009,2,6,복권나라,서울 관악구 남부순환로 1739-9
1009,2,7,로또 光복권,서울 구로구 개봉로23가길 37
1009,2,8,국민슈퍼,서울 도봉구 도봉로 588
1009,2,9,데이앤나잇,서울 성북구 종암로 132 종암우림카이저팰리스 1층 101호
1009,2,10,크로바쎄븐,서울 송파구 법원로11길 7 1층 128호
1009,2,11,대박복권방,서울 용산구 효창원로 262
1009,2,12,가로매점,서울 종로구  종로 186 우리은행 우리은행앞 가판
1009,2,13,씨스페이스 범어사역점,부산 금정구 중앙대로1945번길 10
1009,2,14,복터진나라,부산 서구 대영로 27 1층 복권판매점
1009,2,15,오렌지데이편의점,부산 해운대구  좌동순환로249번길 11 르네상스오피스102호
1009,2,16,씨유 장기파랑새점,대구 달서구 용산로 63-1 1층  CU편의점
1009,2,17,서재강변로또,대구 달성군 서재로 172
1009,2,18,대박천하마트,인천 부평구 굴포로 48
1009,2,19,대박슈퍼,인천 부평구 경원대로 1438
1009,2,20,당하복권명당,인천 서구 서곶로 788
1009,2,21,희망복권판매점,인천 서구 보듬5로 5 104호일부
1009,2,22,풍향동복권나라,광주 북구 필문대로 79
1009,2,23,대박로또복권방,광주 서구 매월2로 53 23동 103호
1009,2,24,돈돈복권방,대전 서구 계룡로 560
1009,2,25,씨유 대전태평점,대전 중구 동서대로 1193
1009,2,26,우리들(북구청점),울산 북구  무룡로  29 1층 우리들편의점 내
1009,2,27,버스표판매소,경기 고양시 덕양구 중앙로557번길 7-23 비금빌딩앞
1009,2,28,인스토어편의점,경기 고양시 덕양구 화정로 53 새롬프라자1층 112호
1009,2,29,세븐일레븐구리한성점,경기 구리시 이문안로 49 한성1차아파트상가102호
1009,2,30,태양로또복권,"경기 군포시 송부로96번길 13 상가동 104호(도마교동, 금강펜테리움센트럴파크)"
1009,2,31,복권만당,경기 군포시 군포로 489-2
1009,2,32,간편식요리소(동하인터내셔날),"경기 남양주시 진건오남로884번길 23 105,106호"
1009,2,33,서울복권방,경기 동두천시 어수로 116
1009,2,34,소요산복권판매점,경기 동두천시 평화로2922번길 2
1009,2,35,수내복권방,"경기 성남시 분당구 백현로101번길 24 101호(수내동, 미도프라자2)"
1009,2,36,복권나라,경기 수원시 장안구 장안로 288 1층
1009,2,37,행운이랑대박이랑,경기 수원시 장안구 만석로 99
1009,2,38,종합복권슈퍼,경기 시흥시 마유로 336 정일빌딩104
1009,2,39,노다지복권방,경기 시흥시 복지로 103-1 1층상가
1009,2,40,지우시스템,경기 안성시 덕봉서원로 43 1층
1009,2,41,행운복권,경기 오산시  오산로 42
1009,2,42,행운복권,경기 의정부시 평화로 359 상가동 110호
1009,2,43,부자상회,경기 이천시 사동로 128 복권방
1009,2,44,복권명당 은하점,경기 하남시 미사강변대로54번길 75
1009,2,45,올인(allin),경기 화성시 3.1만세로 1147
1009,2,46,프로토용강점,강원 강릉시 토성로 122 1층
1009,2,47,동명수퍼,강원 속초시 중앙로 205 GS25동명점
1009,2,48,로또수현점,강원 원주시 강변로 315 1층
1009,2,49,왕대박로또,충북 진천군 중앙동로 119
1009,2,50,황금로또복권판매,충남 당진시 동부로 223 B동 108호 한빛부동산
1009,2,51,일등로또,충남 보령시 지장골길 42
1009,2,52,서산 터미널복권방,충남 서산시 안견로 190
1009,2,53,로또명당인주점,충남 아산시 서해로 519-2
1009,2,54,로또복권방,충남 천안시 서북구 쌍용대로 190 상가3호
1009,2,55,해피복권,충남 태안군 환동로 82 구터미널 태안 불가마사우나 건물 내
1009,2,56,이마트24광양서평로점,전남 광양시 서북로 68
1009,2,57,금전산복권방,전남 순천시 연향1로 17-1 금전산복권방
1009,2,58,왕대박복권고령점,경북 고령군 중앙로 15
1009,2,59,복권명당,경북 구미시  구미중앙로 72
1009,2,60,구담쌀슈퍼,경북 안동시 경동로 908
1010,1,1,인터넷 복권판매사이트,동행복권(dhlottery.co.kr)
1010,1,2,지에스25 신매태왕점로또,대구 수성구 욱수천로 70 편의점_GS25
1010,1,3,한꿈복권방,울산 중구 번영로 586
1010,1,4,복권 판매점,경기 구리시 안골로 101
1010,1,5,로또25시,경기 수원시 권선구 금곡로102번길 15 비즈웍스 111호
1010,1,6,춘향로또,전북 남원시 동림로 102-1
1010,1,7,대박복권방,경북 구미시 인동36길 34
1010,1,8,억만금로또복권,경남 사천시  주공로 60 용강현대아파트 현대상가 1동 101호
1010,2,1,수현미니수퍼,서울 강동구 양재대로113길 8
1010,2,2,강일코사할인마트,서울 강동구 고덕로97길 29 105호
1010,2,3,꽃길복권방,서울 강북구 덕릉로 140
1010,2,4,글사랑(책대여점),서울 광진구 천호대로112길 10
1010,2,5,버스토큰판매소,서울 구로구 시흥대로 577 구로디지털단지 6번출구앞 가판점
1010,2,6,복권방,서울 금천구 시흥대로 90 정송빌딩1층
1010,2,7,교통카드충전소,서울 금천구 시흥대로 398
1010,2,8,행운복권방,서울 금천구 가산디지털1로 168 A동 103호
1010,2,9,삼원미니슈퍼,서울 동작구 상도로 93 1층
1010,2,10,이수복권판매점,서울 동작구 동작대로27길 31 1층
1010,2,11,인터넷 복권판매사이트,동행복권(dhlottery.co.kr)
1010,2,12,인터넷 복권판매사이트,동행복권(dhlottery.co.kr)
1010,2,13,인터넷 복권판매사이트,동행복권(dhlottery.co.kr)
1010,2,14,인터넷 복권판매사이트,동행복권(dhlottery.co.kr)
1010,2,15,CU(정릉센터점),서울 성북구  정릉로38마길 29 101~104호 CU정릉센터점 내
1010,2,16,어머화장품,서울 송파구 가락로11길 19
1010,2,17,가판,서울 은평구 통일로 750
1010,2,18,제이복권방,서울 종로구 종로 225-1 평창빌딩 1층 103호
1010,2,19,제이복권방,서울 종로구 종로 225-1 평창빌딩 1층 103호
1010,2,20,시장복권방,부산 부산진구 서면로 56 부전동.서면사장상가 아동18호
1010,2,21,수천하명당,부산 부산진구  대학로 20-1 1층 복권방
1010,2,22,대원슈퍼마켓,부산 수영구 수영로 524
1010,2,23,롯데무역,부산 영도구 꿈나무길 197 1층 복권방
1010,2,24,로또명당,대구 달서구 월성로 36 월성주공4단지 상가 나동 104호
1010,2,25,로또판매점(버스매표소),인천 남동구 인하로 495
1010,2,26,당하복권명당,인천 서구 서곶로 788
1010,2,27,로또복권방,인천 연수구 독배로40번길 7 103호
1010,2,28,이마트24로또주월점,광주 남구 서문대로749번길 11
1010,2,29,영웅기획,광주 남구 독립로 77
1010,2,30,로또복권방,대전 서구 갈마중로 28
1010,2,31,세븐일레븐 세종새샘9단지점,세종   국책연구원1로 15 새샘마을9단지내 상가 세븐일레븐
1010,2,32,대박로또,경기 가평군 중앙로 35 1층
1010,2,33,복권명당,경기 가평군 가화로 105 1층
1010,2,34,대박로또,경기 가평군 중앙로 35 1층
1010,2,35,바른행정사사무소,경기 고양시 일산서구 현중로 32
1010,2,36,웃자로또,경기 광주시 오포로 796
1010,2,37,좋은복권,경기 김포시 김포한강8로 412 108호
1010,2,38,장원로또,경기 수원시 영통구 중부대로246번길 10 1층 3호
1010,2,39,로또삼성복권방,경기 수원시 영통구 매영로 141 원천훼미리타운105호
1010,2,40,로또(파발마점),경기 시흥시 마유로 415 역전프라자105호
1010,2,41,버스표가판점,경기 안양시 동안구 동안로 125-2 범계역4-1출구앞 버스표가판점
1010,2,42,대박,경기 안양시 동안구 관평로170번길 33
1010,2,43,로또복권방,경기 안양시 만안구 경수대로 1265 103호
1010,2,44,대박로또복권,경기 여주시 세종로 324 CU여주대캠퍼스타운점
1010,2,45,백마점,경기 오산시  오산로190번길 11
1010,2,46,지에스25(GS25) 용인영문로점,"경기 용인시 처인구 영문로29번길 4 102호, 103호 (유방동)"
1010,2,47,황금복권마트,경기 이천시 증신로325번길 5 1층
1010,2,48,로또마트,경기 평택시 안현로서7길 2 1층 1001호(전일빌딩)
1010,2,49,훼미리마트,경기 포천시 중앙로 148 신읍동
1010,2,50,황금로또복권방,경기 화성시 만년로 472 4호
1010,2,51,인제복권방,강원 인제군 비봉로 11-1
1010,2,52,해적책대여점 복권방,충북 청주시 서원구 대원로 28
1010,2,53,맨유편의점,충북 청주시 흥덕구 덕암로30번길 31 두진메인빌 상가 105호
1010,2,54,썬마트,충북 청주시 흥덕구 진재로23번길 25
1010,2,55,맨유편의점,충북 청주시 흥덕구 덕암로30번길 31 두진메인빌 상가 105호
1010,2,56,오뚜기복권방,충남 아산시 온천대로 1094
1010,2,57,용호원 로또,충남 아산시 온천대로 473 1층
1010,2,58,로또복권방,충남 아산시 모산로 121 1층
1010,2,59,왕대박복권,전북 전주시 덕진구 가련산로 17
1010,2,60,복권나라,전남 여수시 중앙로 62 1층
1011,1,1,버스카드판매대,서울 관악구 신림로 145-2
1011,1,2,지에스(GS)25대전코젤점,대전 유성구  계백로 927 코젤병원 1층 GS25편의점
1011,1,3,복권나라,경기 수원시 장안구 장안로 288 1층
1011,1,4,오뚜기로또,경기 안산시 단원구 원초로 30 143호
1011,1,5,J마트,경기 안양시 만안구 안양로 145-1
1011,1,6,규암복권판매점,충남 부여군 수북로 48-1
1011,1,7,노다지복권방,충남 천안시 동남구 원성천1길 151 2호
1011,1,8,좋은사람들로또,전남 보성군 현충로 85
1011,1,9,돈벼락맞는곳,경남 김해시 김해대로 2793 복권판매점
1011,1,10,희망슈퍼,경남 창원시 의창구 원이대로279번길 17
1011,1,11,동홍코사마트,제주 서귀포시 동홍서로 108
1011,2,1,로또.CAFE담,서울 강남구  선릉로 328 건물 1층 11호
1011,2,2,복권마을(사당점),서울 동작구 사당로 215 101호
1011,2,3,인터넷 복권판매사이트,동행복권(dhlottery.co.kr)
1011,2,4,인터넷 복권판매사이트,동행복권(dhlottery.co.kr)
1011,2,5,인터넷 복권판매사이트,동행복권(dhlottery.co.kr)
1011,2,6,인터넷 복권판매사이트,동행복권(dhlottery.co.kr)
1011,2,7,예지행복복권,서울 양천구 월정로 59 가동 101호
1011,2,8,왕대박,서울 영등포구 영등포로84길 12 1층
1011,2,9,참새3호,서울 영등포구  영등포로 184-2 (영등포동4가)
1011,2,10,대박찬스,서울 영등포구 도림로 356 1층복권방
1011,2,11,수색마트 복권방,서울 은평구 수색로 256
1011,2,12,수색마트 복권방,서울 은평구 수색로 256
1011,2,13,우리식품점,서울 종로구 종로 393
1011,2,14,제이복권방,서울 종로구 종로 225-1 평창빌딩 1층 103호
1011,2,15,하나은행별관앞가판43호,서울 중구 을지로 55 하나은행별관앞가판
1011,2,16,부일카서비스,부산 동구 자성로133번길 35
1011,2,17,화신상사,부산 동래구 삼성대길 48
1011,2,18,셀프카메라,부산 부산진구 가야대로443번길 30
1011,2,19,해피마트,부산 부산진구 진남로 503
1011,2,20,서면문화로또,부산 부산진구  신천대로65번길 59
1011,2,21,포시즌신리점. 은비복권,부산 연제구 연수로 144 포시즌실리점 내
1011,2,22,연경복권,대구 북구 동화천로 190 상가113호(상가301동)
1011,2,23,포에니복권,대구 수성구 청수로 172 GS25 편의점 내
1011,2,24,왕대박복권,인천 부평구 후정동로 43 삼보아파트상가 103호
1011,2,25,언니네복권,인천 부평구 부평대로 112-1
1011,2,26,드림,광주 광산구 선운로20번길 64 104호
1011,2,27,우미슈퍼,광주 서구 풍암순환로 183 우미아파트상가118동-101호
1011,2,28,오늘은로또,대전 중구 목중로26번길 52 1층 CU편의점
1011,2,29,복권천하문화점,대전 중구 천근로 23
1011,2,30,대박이네,울산 중구 구교로 163
1011,2,31,부강로또,세종   부강로 34
1011,2,32,이마트24 덕양지도공원점,경기 고양시 덕양구 중앙로633번길 6 1층 2호
1011,2,33,화정복권,경기 고양시 덕양구 은빛로29번길 52 1층
1011,2,34,행운편의점 복권방,경기 고양시 일산동구 고풍로 33
1011,2,35,LG슈퍼,경기 광명시 연서로 10
1011,2,36,오포우림로또,경기 광주시 오포로 899 1층 109호
1011,2,37,행복한사람들 (흥부네),경기 광주시 경충대로 763
1011,2,38,복권판매점 중대물빛공원점,경기 광주시 순암로 289 시진상가 맞은편 1층
1011,2,39,더까까주까 구리수택점,경기 구리시 장자대로86번길 46 1층 111호
1011,2,40,부곡복권방,경기 군포시 군포첨단산업2로8번길 9-17 102호
1011,2,41,역곡역전로또,경기 부천시 경인로 512 1층 일부
1011,2,42,명당골복권방,경기 수원시 권선구 동수원로242번길 15 104호
1011,2,43,무지개 복권,경기 수원시 영통구 봉영로1744번길 11 GS25영통벽산점
1011,2,44,신나무실매표소,경기 수원시 영통구 매영로310번길 27 신원미주아파트앞가판
1011,2,45,명당슈퍼,경기 수원시 영통구 중부대로 285
1011,2,46,영통대박복권,경기 수원시 영통구 법조로149번길 101 1층 101호 CU편의점 내
1011,2,47,왕대박복권,경기 수원시 장안구  연무로 52-2 의정부부대찌개
1011,2,48,번개로또복권방,경기 수원시 장안구 경수대로973번길 13-4 1층 (송죽동)
1011,2,49,로또명당매표소,경기 수원시 팔달구 중부대로 241
1011,2,50,다올로또,경기 안산시 단원구 예술대학로 145 101호
1011,2,51,행운이가득한집,경기 안산시 상록구  건건로 28 동호상가B-14호
1011,2,52,로또판매점,경기 여주시 마장로 76
1011,2,53,아이지에이마트 오산무지개점,경기 오산시 현충로 95
1011,2,54,로또복권판매점,경기 의정부시  용현로 144 태원프라자103
1011,2,55,대성미니슈퍼,경기 이천시 샘재로 154
1011,2,56,복권마트,강원 홍천군 홍천로 409 1층
1011,2,57,혁신대박,충북 음성군 원중로 1434 103호(에스타워)
1011,2,58,해수로또,충북 청주시 상당구 산성로 22-1
1011,2,59,시민슈퍼,충북 충주시 중앙로 36
1011,2,60,우리로또,충남 서산시 충의로 1231 이마트24편의점
1012,1,1,복권천하,서울 강북구 월계로7나길 23
1012,1,2,노다지,서울 동대문구 한천로 55
1012,1,3,세계로생활가전,서울 동작구 보라매로 104 1층
1012,1,4,복권천국,서울 서초구 서초대로 97 1층
1012,1,5,인터넷 복권판매사이트,동행복권(dhlottery.co.kr)
1012,1,6,종국이두마리치킨불로점,대구 동구 파계로 46 태왕그린힐스상가 104호
1012,1,7,이마트24 대구북구매천점,대구 북구 매전로4길 22 1층(매천동)
1012,1,8,명당로또,울산 남구 팔등로 65
1012,1,9,명당슈퍼,경기 수원시 영통구 중부대로 285
1012,1,10,천하명당,경기 평택시 탄현로 224
1012,1,11,복권명당,충남 공주시 번영1로 41
1012,1,12,차암일등로또,충남 천안시 서북구 밤개울1길 1-5
1012,1,13,로또복권판매점,전북 남원시 가방뜰길 57 상가
1012,2,1,로또플러스,서울 강북구 도봉로50길 11 1층
1012,2,2,우리식품,서울 광진구 아차산로 589
1012,2,3,동양마트,"서울 노원구 상계로5길 12 상계동동양메이져아파트제상가동108호,109호"
1012,2,4,한삼인 홍제역점,서울 서대문구 통일로 457
1012,2,5,인터넷 복권판매사이트,동행복권(dhlottery.co.kr)
1012,2,6,인터넷 복권판매사이트,동행복권(dhlottery.co.kr)
1012,2,7,버스충전소,서울 서초구 신반포로 177 반포쇼핑3동정문앞
1012,2,8,인터넷 복권판매사이트,동행복권(dhlottery.co.kr)
1012,2,9,인터넷 복권판매사이트,동행복권(dhlottery.co.kr)
1012,2,10,인터넷 복권판매사이트,동행복권(dhlottery.co.kr)
1012,2,11,인터넷 복권판매사이트,동행복권(dhlottery.co.kr)
1012,2,12,소문난 로또,서울 성북구 돌곶이로39길 5 102호
1012,2,13,로또용산한남점,서울 용산구 독서당로 77 GS편의점
1012,2,14,제이복권방,서울 종로구 종로 225-1 평창빌딩 1층 103호
1012,2,15,평안당,서울 종로구 종로 219
1012,2,16,중구-가로가판대-37,서울 중구 남대문로 20-2
1012,2,17,천일,부산 동구 진성로 56-1 1층
1012,2,18,부일카서비스,부산 동구 자성로133번길 35
1012,2,19,행운복권방,부산 부산진구 동평로 115
1012,2,20,대천로또,부산 북구 산성로 37 1층 오른쪽
1012,2,21,복터졌네 대박로또,부산 사상구 광장로21번길 46
1012,2,22,복커피,부산 사하구 하신중앙로 291 점포동 2호
1012,2,23,돈벼락,부산 사하구 장평로 134 1층
1012,2,24,크라운 로또,부산 사하구 낙동남로 1401-1
1012,2,25,노다지복권방,부산 해운대구 신반송로 179
1012,2,26,황금로또,대구 달성군 과학마을로3길 14 반도유보라 상가 황금 부동산 내
1012,2,27,신화로또,인천 남동구  백범로 309-5 103호
1012,2,28,센타공인중개사사무소,인천 남동구 백범로 455 1층
1012,2,29,하늘바다 편의점 복권방,인천 부평구 부흥로 389 1층 102호
1012,2,30,흥부네복권,인천 부평구 부흥로243번길 7 대우아파트상가102호
1012,2,31,라이프마트,인천 중구 연안부두로53번길 36 5호
1012,2,32,행운 마트,인천 중구 운중로 39-2 1층 1호
1012,2,33,NBA(엔비에이),인천 중구 신도시남로142번길 6 1동 1층 128호
1012,2,34,행운 마트,인천 중구 운중로 39-2 1층 1호
1012,2,35,행복을주는가게,광주 광산구 수등로94번길 32-13 102호
1012,2,36,영화복권(버들점),광주 서구 상무버들로 32
1012,2,37,행복바라기,광주 서구 풍암신흥로 96
1012,2,38,마두역상행선 가판대,경기 고양시 일산동구 중앙로 1181 마두역 중앙 횡단보도 오른쪽
1012,2,39,시장로또복권판매점,경기 고양시 일산서구 일청로 15 102호
1012,2,40,풍무복권방,경기 김포시 풍무로 73
1012,2,41,헬로 로또편의점,경기 남양주시 별내5로5번길 4-8 1층 102호
1012,2,42,로또 판매점,경기 동두천시 중앙로 277 1층(생연동)
1012,2,43,복권천하,경기 부천시 조마루로285번길 34 이스트타워 1층105-1호
1012,2,44,한방인생,경기 수원시 권선구 서수원로 445 105호
1012,2,45,한방인생,경기 수원시 권선구 서수원로 445 105호
1012,2,46,북문복권방,경기 수원시 장안구 정조로 927-1
1012,2,47,행운로또판매점,경기 시흥시 서울대학로278번길 25-8 112호
1012,2,48,버스표가판점,경기 안양시 동안구 동안로 125-2 범계역4-1출구앞 버스표가판점
1012,2,49,행운복권방,경기 의정부시 충의로 55
1012,2,50,현대25시편의점,경기 파주시 봉천로 33-1
1012,2,51,통통복권,경기 평택시 고덕여염8길 43 1층 101호
1012,2,52,마린슈퍼로또,경기 평택시 동서촌로 104-1 1층
1012,2,53,행운복권방,경기 포천시 솔모루로 86-1
1012,2,54,일등유통,강원 속초시 중앙로 274 1층
1012,2,55,로또하기좋은날,강원 양구군 비봉로 39 행운마트
1012,2,56,대박명당,충북 청주시 상당구 영운천로129번길 4
1012,2,57,이마트24청주봉명점,충북 청주시 흥덕구 과상미로 55 편의점
1012,2,58,왕대박복권,충남 논산시 계백로 1853 편의점
1012,2,59,서산 터미널복권방,충남 서산시 안견로 190
1012,2,60,신천하명당,충남 예산군 발연로 1 이마트 24 내
1013,1,1,삼성마트,서울 강남구 선릉로 636 102호(키스톤빌딩)
1013,1,2,스파,서울 노원구 동일로 1493 주공10단지종합상가111
1013,1,3,가로가판대제57호(구),서울 중구 세종대로14길 6-2
1013,1,4,부일카서비스,부산 동구 자성로133번길 35
1013,1,5,장원로또,경기 수원시 영통구 중부대로246번길 10 1층 3호
1013,2,1,형제식품,서울 강남구 학동로38길 11
1013,2,2,복권명당,서울 강동구 구천면로 214
1013,2,3,복권천하,서울 강북구 월계로7나길 23
1013,2,4,럭키복권,서울 광진구  군자로 84 1층
1013,2,5,애니콜플라자,서울 구로구 구로중앙로 31
1013,2,6,GS25궁동상지점,서울 구로구 부일로15길 29
1013,2,7,내복권방,서울 노원구 노원로1나길 5 1층
1013,2,8,내복권방,서울 노원구 노원로1나길 5 1층
1013,2,9,내복권방,서울 노원구 노원로1나길 5 1층
1013,2,10,내복권방,서울 노원구 노원로1나길 5 1층
1013,2,11,현대복권방,서울 동대문구 답십리로 9 1층
1013,2,12,가로판매점,서울 서대문구 수색로 32 명동의류앞
1013,2,13,우리샵,서울 서초구 강남대로 405
1013,2,14,인터넷 복권판매사이트,동행복권(dhlottery.co.kr)
1013,2,15,행운부동산(IGA),서울 성북구 보국문로 167 산장아파트산장상가1층15호
1013,2,16,크로바쎄븐,서울 송파구 법원로11길 7 1층 128호
1013,2,17,우일,서울 송파구 마천로 235
1013,2,18,가로매점,서울 종로구  종로 186 우리은행 우리은행앞 가판
1013,2,19,복권방,서울 중구 중림로 37 1층 중간지점
1013,2,20,태원정보통신,서울 중랑구 봉우재로33길 80
1013,2,21,부일카서비스,부산 동구 자성로133번길 35
1013,2,22,돈벼락맞는곳,부산 동구 조방로49번길 18-1
1013,2,23,노다지복권방,부산 북구 덕천로 287
1013,2,24,25시슈퍼,부산 사상구 백양대로 964
1013,2,25,마차도 복권방,부산 영도구 중리북로 43-1 1층
1013,2,26,영재서적해강점,부산 해운대구 해운대로 428 올림픽타운상가101호
1013,2,27,일등복권편의점,대구 달서구 대명천로 220 1층
